tile_id,date_mode,date_mode_month,year
6144_696,20140402,"2014, 04",2014
6144_697,20140402,"2014, 04",2014
6144_698,20140402,"2014, 04",2014
6144_699,20140402,"2014, 04",2014
6144_700,20140402,"2014, 04",2014
6144_701,20140402,"2014, 04",2014
6144_702,20140402,"2014, 04",2014
6144_703,20140402,"2014, 04",2014
6144_704,20140402,"2014, 04",2014
6144_705,20140402,"2014, 04",2014
6144_706,20140402,"2014, 04",2014
6144_707,20140402,"2014, 04",2014
6144_708,20140402,"2014, 04",2014
6144_709,20140402,"2014, 04",2014
6144_710,20140402,"2014, 04",2014
6144_711,20140402,"2014, 04",2014
6144_712,20140402,"2014, 04",2014
6144_713,20140402,"2014, 04",2014
6144_865,20141028,"2014, 10",2014
6144_890,20141103,"2014, 11",2014
6144_891,20141103,"2014, 11",2014
6145_452,NA,No date,NA
6145_453,NA,No date,NA
6145_454,NA,No date,NA
6145_455,NA,No date,NA
6145_456,20141004,"2014, 10",2014
6145_457,20141004,"2014, 10",2014
6145_458,20141011,"2014, 10",2014
6145_459,20141011,"2014, 10",2014
6145_460,20141218,"2014, 12",2014
6145_461,20141218,"2014, 12",2014
6145_462,20141011,"2014, 10",2014
6145_463,20141011,"2014, 10",2014
6145_464,20141002,"2014, 10",2014
6145_465,20141002,"2014, 10",2014
6145_466,20141002,"2014, 10",2014
6145_467,20141002,"2014, 10",2014
6145_468,20141002,"2014, 10",2014
6145_469,20141002,"2014, 10",2014
6145_470,20141002,"2014, 10",2014
6145_471,20141011,"2014, 10",2014
6145_472,20141002,"2014, 10",2014
6145_473,20141002,"2014, 10",2014
6145_474,20141002,"2014, 10",2014
6145_475,20141030,"2014, 10",2014
6145_476,20141030,"2014, 10",2014
6145_477,20141030,"2014, 10",2014
6145_478,20141030,"2014, 10",2014
6145_479,20141030,"2014, 10",2014
6145_480,20150502,"2015, 05",2015
6145_481,20150502,"2015, 05",2015
6145_482,20150502,"2015, 05",2015
6145_483,20150502,"2015, 05",2015
6145_484,20150502,"2015, 05",2015
6145_485,20150502,"2015, 05",2015
6145_486,20150502,"2015, 05",2015
6145_487,20150502,"2015, 05",2015
6145_488,20150502,"2015, 05",2015
6145_489,20150502,"2015, 05",2015
6145_490,20150502,"2015, 05",2015
6145_491,20150502,"2015, 05",2015
6145_492,20150502,"2015, 05",2015
6145_493,20150502,"2015, 05",2015
6145_494,20150502,"2015, 05",2015
6145_495,20150502,"2015, 05",2015
6145_496,20150502,"2015, 05",2015
6145_497,20150502,"2015, 05",2015
6145_498,20150502,"2015, 05",2015
6145_499,20150502,"2015, 05",2015
6145_500,20150502,"2015, 05",2015
6145_501,20150502,"2015, 05",2015
6145_502,20150502,"2015, 05",2015
6145_503,20150502,"2015, 05",2015
6145_504,20150502,"2015, 05",2015
6145_505,20150502,"2015, 05",2015
6145_506,20150502,"2015, 05",2015
6145_507,20150502,"2015, 05",2015
6145_508,20150502,"2015, 05",2015
6145_509,20150502,"2015, 05",2015
6145_510,20150502,"2015, 05",2015
6145_511,20150502,"2015, 05",2015
6145_512,20150502,"2015, 05",2015
6145_513,20150502,"2015, 05",2015
6145_514,20150502,"2015, 05",2015
6145_515,20150502,"2015, 05",2015
6145_516,20150502,"2015, 05",2015
6145_517,20150502,"2015, 05",2015
6145_518,20150502,"2015, 05",2015
6145_519,20150502,"2015, 05",2015
6145_520,20150502,"2015, 05",2015
6145_521,20150502,"2015, 05",2015
6145_522,20150503,"2015, 05",2015
6145_523,20150503,"2015, 05",2015
6145_524,20150503,"2015, 05",2015
6145_525,20150503,"2015, 05",2015
6145_526,20150503,"2015, 05",2015
6145_527,20150503,"2015, 05",2015
6145_528,20150503,"2015, 05",2015
6145_529,20150503,"2015, 05",2015
6145_530,20150503,"2015, 05",2015
6145_531,20150503,"2015, 05",2015
6145_532,20150503,"2015, 05",2015
6145_533,20150503,"2015, 05",2015
6145_534,20150503,"2015, 05",2015
6145_535,20150421,"2015, 04",2015
6145_536,20150421,"2015, 04",2015
6145_537,20150421,"2015, 04",2015
6145_538,20150421,"2015, 04",2015
6145_539,20150421,"2015, 04",2015
6145_540,20150421,"2015, 04",2015
6145_541,20150421,"2015, 04",2015
6145_542,20150421,"2015, 04",2015
6145_543,20150421,"2015, 04",2015
6145_544,20150421,"2015, 04",2015
6145_545,20140325,"2014, 03",2014
6145_546,20140325,"2014, 03",2014
6145_547,20140325,"2014, 03",2014
6145_548,20140419,"2014, 04",2014
6145_549,20140419,"2014, 04",2014
6145_550,20140419,"2014, 04",2014
6145_551,20140419,"2014, 04",2014
6145_552,20140419,"2014, 04",2014
6145_553,20140419,"2014, 04",2014
6145_554,20140419,"2014, 04",2014
6145_555,20140419,"2014, 04",2014
6145_556,20140419,"2014, 04",2014
6145_557,20140419,"2014, 04",2014
6145_558,20140419,"2014, 04",2014
6145_559,20140420,"2014, 04",2014
6145_560,20140420,"2014, 04",2014
6145_561,20140420,"2014, 04",2014
6145_562,20140309,"2014, 03",2014
6145_563,20140420,"2014, 04",2014
6145_564,20140420,"2014, 04",2014
6145_565,20140420,"2014, 04",2014
6145_566,20140420,"2014, 04",2014
6145_567,20140411,"2014, 04",2014
6145_568,20140420,"2014, 04",2014
6145_569,20140420,"2014, 04",2014
6145_570,20140420,"2014, 04",2014
6145_571,20140420,"2014, 04",2014
6145_572,20140411,"2014, 04",2014
6145_573,20140420,"2014, 04",2014
6145_574,20140420,"2014, 04",2014
6145_575,20140420,"2014, 04",2014
6145_576,20140420,"2014, 04",2014
6145_577,20140420,"2014, 04",2014
6145_578,20140420,"2014, 04",2014
6145_579,20140420,"2014, 04",2014
6145_580,20140415,"2014, 04",2014
6145_581,20140403,"2014, 04",2014
6145_582,20140403,"2014, 04",2014
6145_583,20140403,"2014, 04",2014
6145_584,20140404,"2014, 04",2014
6145_585,20140404,"2014, 04",2014
6145_586,20140404,"2014, 04",2014
6145_587,20140404,"2014, 04",2014
6145_588,20140404,"2014, 04",2014
6145_589,20140415,"2014, 04",2014
6145_590,20140415,"2014, 04",2014
6145_591,20140416,"2014, 04",2014
6145_592,20140416,"2014, 04",2014
6145_593,20140416,"2014, 04",2014
6145_594,20140416,"2014, 04",2014
6145_595,20140416,"2014, 04",2014
6145_596,20140411,"2014, 04",2014
6145_597,20140411,"2014, 04",2014
6145_598,20140409,"2014, 04",2014
6145_599,20140416,"2014, 04",2014
6145_600,20140416,"2014, 04",2014
6145_601,20140416,"2014, 04",2014
6145_602,20140404,"2014, 04",2014
6145_603,20140404,"2014, 04",2014
6145_604,20140402,"2014, 04",2014
6145_605,20140402,"2014, 04",2014
6145_606,20140402,"2014, 04",2014
6145_638,NA,No date,NA
6145_639,20140403,"2014, 04",2014
6145_640,20140403,"2014, 04",2014
6145_641,20140403,"2014, 04",2014
6145_642,20140403,"2014, 04",2014
6145_643,20140403,"2014, 04",2014
6145_644,20140403,"2014, 04",2014
6145_645,20140403,"2014, 04",2014
6145_646,20140403,"2014, 04",2014
6145_647,20140403,"2014, 04",2014
6145_648,20140403,"2014, 04",2014
6145_649,20140403,"2014, 04",2014
6145_650,20140403,"2014, 04",2014
6145_651,20140403,"2014, 04",2014
6145_652,20140403,"2014, 04",2014
6145_653,20140403,"2014, 04",2014
6145_654,20140403,"2014, 04",2014
6145_655,20140403,"2014, 04",2014
6145_656,20140403,"2014, 04",2014
6145_657,20140403,"2014, 04",2014
6145_658,20140403,"2014, 04",2014
6145_659,20140403,"2014, 04",2014
6145_660,20140403,"2014, 04",2014
6145_661,20140403,"2014, 04",2014
6145_662,20140403,"2014, 04",2014
6145_663,20140403,"2014, 04",2014
6145_664,20140403,"2014, 04",2014
6145_665,20140403,"2014, 04",2014
6145_666,20140403,"2014, 04",2014
6145_667,20140403,"2014, 04",2014
6145_668,20140403,"2014, 04",2014
6145_669,20140403,"2014, 04",2014
6145_670,20140403,"2014, 04",2014
6145_671,20140403,"2014, 04",2014
6145_672,20140403,"2014, 04",2014
6145_673,20140403,"2014, 04",2014
6145_674,20140403,"2014, 04",2014
6145_675,20140403,"2014, 04",2014
6145_676,20140403,"2014, 04",2014
6145_677,20140403,"2014, 04",2014
6145_678,20140427,"2014, 04",2014
6145_679,20140427,"2014, 04",2014
6145_680,20140402,"2014, 04",2014
6145_681,20140402,"2014, 04",2014
6145_682,20140402,"2014, 04",2014
6145_683,20140402,"2014, 04",2014
6145_684,20140402,"2014, 04",2014
6145_685,20140402,"2014, 04",2014
6145_686,20140402,"2014, 04",2014
6145_687,20140402,"2014, 04",2014
6145_688,20140402,"2014, 04",2014
6145_689,20140402,"2014, 04",2014
6145_690,20140402,"2014, 04",2014
6145_691,20140402,"2014, 04",2014
6145_692,20140402,"2014, 04",2014
6145_693,20140402,"2014, 04",2014
6145_694,20140402,"2014, 04",2014
6145_695,20140402,"2014, 04",2014
6145_696,20140402,"2014, 04",2014
6145_697,20140402,"2014, 04",2014
6145_698,20140402,"2014, 04",2014
6145_699,20140402,"2014, 04",2014
6145_700,20140402,"2014, 04",2014
6145_701,20140402,"2014, 04",2014
6145_702,20140402,"2014, 04",2014
6145_703,20140402,"2014, 04",2014
6145_704,20140402,"2014, 04",2014
6145_705,20140402,"2014, 04",2014
6145_706,20140402,"2014, 04",2014
6145_707,20140402,"2014, 04",2014
6145_890,20141103,"2014, 11",2014
6145_891,20141103,"2014, 11",2014
6146_452,NA,No date,NA
6146_453,NA,No date,NA
6146_454,NA,No date,NA
6146_455,NA,No date,NA
6146_456,NA,No date,NA
6146_457,20141011,"2014, 10",2014
6146_458,20141011,"2014, 10",2014
6146_459,20141011,"2014, 10",2014
6146_460,20141218,"2014, 12",2014
6146_461,20141011,"2014, 10",2014
6146_462,20141011,"2014, 10",2014
6146_463,20141011,"2014, 10",2014
6146_464,20141002,"2014, 10",2014
6146_465,20141002,"2014, 10",2014
6146_466,20141002,"2014, 10",2014
6146_467,20141002,"2014, 10",2014
6146_468,20141002,"2014, 10",2014
6146_469,20141002,"2014, 10",2014
6146_470,20141002,"2014, 10",2014
6146_471,20141002,"2014, 10",2014
6146_472,20141002,"2014, 10",2014
6146_473,20141002,"2014, 10",2014
6146_474,20141002,"2014, 10",2014
6146_475,20141030,"2014, 10",2014
6146_476,20141030,"2014, 10",2014
6146_477,20141030,"2014, 10",2014
6146_478,20141030,"2014, 10",2014
6146_479,20141030,"2014, 10",2014
6146_480,20150408,"2015, 04",2015
6146_481,20150502,"2015, 05",2015
6146_482,20150408,"2015, 04",2015
6146_483,20150502,"2015, 05",2015
6146_484,20150408,"2015, 04",2015
6146_485,20150502,"2015, 05",2015
6146_486,20150408,"2015, 04",2015
6146_487,20150502,"2015, 05",2015
6146_488,20150502,"2015, 05",2015
6146_489,20150502,"2015, 05",2015
6146_490,20150502,"2015, 05",2015
6146_491,20150502,"2015, 05",2015
6146_492,20150502,"2015, 05",2015
6146_493,20150502,"2015, 05",2015
6146_494,20150502,"2015, 05",2015
6146_495,20150502,"2015, 05",2015
6146_496,20150502,"2015, 05",2015
6146_497,20150502,"2015, 05",2015
6146_498,20150502,"2015, 05",2015
6146_499,20150502,"2015, 05",2015
6146_500,20150502,"2015, 05",2015
6146_501,20150408,"2015, 04",2015
6146_502,20150502,"2015, 05",2015
6146_503,20150502,"2015, 05",2015
6146_504,20150502,"2015, 05",2015
6146_505,20150408,"2015, 04",2015
6146_506,20150408,"2015, 04",2015
6146_507,20150502,"2015, 05",2015
6146_508,20150502,"2015, 05",2015
6146_509,20150408,"2015, 04",2015
6146_510,20150502,"2015, 05",2015
6146_511,20150502,"2015, 05",2015
6146_512,20150408,"2015, 04",2015
6146_513,20150502,"2015, 05",2015
6146_514,20150502,"2015, 05",2015
6146_515,20150408,"2015, 04",2015
6146_516,20150502,"2015, 05",2015
6146_517,20150502,"2015, 05",2015
6146_518,20150502,"2015, 05",2015
6146_519,20150502,"2015, 05",2015
6146_520,20150502,"2015, 05",2015
6146_521,20150502,"2015, 05",2015
6146_522,20150503,"2015, 05",2015
6146_523,20150503,"2015, 05",2015
6146_524,20150503,"2015, 05",2015
6146_525,20150503,"2015, 05",2015
6146_526,20150503,"2015, 05",2015
6146_527,20150503,"2015, 05",2015
6146_528,20150503,"2015, 05",2015
6146_529,20150503,"2015, 05",2015
6146_530,20150503,"2015, 05",2015
6146_531,20150503,"2015, 05",2015
6146_532,20150503,"2015, 05",2015
6146_533,20150503,"2015, 05",2015
6146_534,20150503,"2015, 05",2015
6146_535,20150421,"2015, 04",2015
6146_536,20150421,"2015, 04",2015
6146_537,20150421,"2015, 04",2015
6146_538,20150421,"2015, 04",2015
6146_539,20150421,"2015, 04",2015
6146_540,20150421,"2015, 04",2015
6146_541,20150421,"2015, 04",2015
6146_542,20150421,"2015, 04",2015
6146_543,20150421,"2015, 04",2015
6146_544,20150421,"2015, 04",2015
6146_545,20140325,"2014, 03",2014
6146_546,20140325,"2014, 03",2014
6146_547,20140325,"2014, 03",2014
6146_548,20140419,"2014, 04",2014
6146_549,20140419,"2014, 04",2014
6146_550,20140419,"2014, 04",2014
6146_551,20140419,"2014, 04",2014
6146_552,20140419,"2014, 04",2014
6146_553,20140419,"2014, 04",2014
6146_554,20140419,"2014, 04",2014
6146_555,20140419,"2014, 04",2014
6146_556,20140419,"2014, 04",2014
6146_557,20140419,"2014, 04",2014
6146_558,20140419,"2014, 04",2014
6146_559,20140420,"2014, 04",2014
6146_560,20140420,"2014, 04",2014
6146_561,20140420,"2014, 04",2014
6146_562,20140420,"2014, 04",2014
6146_563,20140420,"2014, 04",2014
6146_564,20140420,"2014, 04",2014
6146_565,20140420,"2014, 04",2014
6146_566,20140420,"2014, 04",2014
6146_567,20140411,"2014, 04",2014
6146_568,20140420,"2014, 04",2014
6146_569,20140420,"2014, 04",2014
6146_570,20140420,"2014, 04",2014
6146_571,20140420,"2014, 04",2014
6146_572,20140411,"2014, 04",2014
6146_573,20140420,"2014, 04",2014
6146_574,20140420,"2014, 04",2014
6146_575,20140420,"2014, 04",2014
6146_576,20140420,"2014, 04",2014
6146_577,20140420,"2014, 04",2014
6146_578,20140420,"2014, 04",2014
6146_579,20140420,"2014, 04",2014
6146_580,20140415,"2014, 04",2014
6146_581,20140415,"2014, 04",2014
6146_582,20140403,"2014, 04",2014
6146_583,20140403,"2014, 04",2014
6146_584,20140404,"2014, 04",2014
6146_585,20140404,"2014, 04",2014
6146_586,20140404,"2014, 04",2014
6146_587,20140404,"2014, 04",2014
6146_588,20140404,"2014, 04",2014
6146_589,20140404,"2014, 04",2014
6146_590,20140415,"2014, 04",2014
6146_591,NA,No date,NA
6146_593,20140416,"2014, 04",2014
6146_594,20140416,"2014, 04",2014
6146_595,20140416,"2014, 04",2014
6146_596,20140411,"2014, 04",2014
6146_597,20140411,"2014, 04",2014
6146_598,20140409,"2014, 04",2014
6146_599,20140416,"2014, 04",2014
6146_600,20140416,"2014, 04",2014
6146_601,20140416,"2014, 04",2014
6146_602,20140404,"2014, 04",2014
6146_603,20140425,"2014, 04",2014
6146_604,20140402,"2014, 04",2014
6146_605,20140402,"2014, 04",2014
6146_638,NA,No date,NA
6146_639,20140326,"2014, 03",2014
6146_640,20140403,"2014, 04",2014
6146_641,20140409,"2014, 04",2014
6146_642,20140409,"2014, 04",2014
6146_643,20140409,"2014, 04",2014
6146_644,20140409,"2014, 04",2014
6146_645,20140409,"2014, 04",2014
6146_646,20140403,"2014, 04",2014
6146_647,20140409,"2014, 04",2014
6146_648,20140403,"2014, 04",2014
6146_649,20140403,"2014, 04",2014
6146_650,20140409,"2014, 04",2014
6146_651,20140403,"2014, 04",2014
6146_652,20140403,"2014, 04",2014
6146_653,20140409,"2014, 04",2014
6146_654,20140403,"2014, 04",2014
6146_655,20140409,"2014, 04",2014
6146_656,20140403,"2014, 04",2014
6146_657,20140403,"2014, 04",2014
6146_658,20140403,"2014, 04",2014
6146_659,20140403,"2014, 04",2014
6146_660,20140403,"2014, 04",2014
6146_661,20140403,"2014, 04",2014
6146_662,20140403,"2014, 04",2014
6146_663,20140409,"2014, 04",2014
6146_664,20140409,"2014, 04",2014
6146_665,20140409,"2014, 04",2014
6146_666,20140409,"2014, 04",2014
6146_667,20140409,"2014, 04",2014
6146_668,20140409,"2014, 04",2014
6146_669,20140409,"2014, 04",2014
6146_670,20140403,"2014, 04",2014
6146_671,20140403,"2014, 04",2014
6146_672,20140403,"2014, 04",2014
6146_673,20140409,"2014, 04",2014
6146_674,20140409,"2014, 04",2014
6146_675,20140409,"2014, 04",2014
6146_676,20140403,"2014, 04",2014
6146_677,20140403,"2014, 04",2014
6146_678,20140427,"2014, 04",2014
6146_679,20140409,"2014, 04",2014
6146_680,20140427,"2014, 04",2014
6146_681,20140402,"2014, 04",2014
6146_682,20140402,"2014, 04",2014
6146_683,20140402,"2014, 04",2014
6146_684,20140402,"2014, 04",2014
6146_685,20140402,"2014, 04",2014
6146_686,20140402,"2014, 04",2014
6146_687,20140402,"2014, 04",2014
6146_688,20140402,"2014, 04",2014
6146_689,20140402,"2014, 04",2014
6146_690,20140402,"2014, 04",2014
6146_691,20140402,"2014, 04",2014
6146_692,20140402,"2014, 04",2014
6146_693,20140402,"2014, 04",2014
6146_694,20140402,"2014, 04",2014
6146_695,20140402,"2014, 04",2014
6146_696,20140402,"2014, 04",2014
6146_697,20140402,"2014, 04",2014
6146_698,20140402,"2014, 04",2014
6146_699,20140402,"2014, 04",2014
6146_700,20140402,"2014, 04",2014
6146_701,20140402,"2014, 04",2014
6146_702,20140402,"2014, 04",2014
6146_703,20140402,"2014, 04",2014
6146_704,20140402,"2014, 04",2014
6146_705,20140402,"2014, 04",2014
6146_891,20141103,"2014, 11",2014
6146_892,20141103,"2014, 11",2014
6146_893,20141103,"2014, 11",2014
6147_452,NA,No date,NA
6147_453,NA,No date,NA
6147_454,NA,No date,NA
6147_455,NA,No date,NA
6147_456,NA,No date,NA
6147_457,20141011,"2014, 10",2014
6147_458,20141011,"2014, 10",2014
6147_459,20141011,"2014, 10",2014
6147_460,20141011,"2014, 10",2014
6147_461,20141011,"2014, 10",2014
6147_462,20141011,"2014, 10",2014
6147_463,20141011,"2014, 10",2014
6147_464,20141002,"2014, 10",2014
6147_465,20141002,"2014, 10",2014
6147_466,20141002,"2014, 10",2014
6147_467,20141002,"2014, 10",2014
6147_468,20141002,"2014, 10",2014
6147_469,20141002,"2014, 10",2014
6147_470,20141002,"2014, 10",2014
6147_471,20141002,"2014, 10",2014
6147_472,20141002,"2014, 10",2014
6147_473,20141002,"2014, 10",2014
6147_474,20141002,"2014, 10",2014
6147_475,20141030,"2014, 10",2014
6147_476,20141030,"2014, 10",2014
6147_477,20141030,"2014, 10",2014
6147_478,20141030,"2014, 10",2014
6147_479,20141030,"2014, 10",2014
6147_480,20150408,"2015, 04",2015
6147_481,20150408,"2015, 04",2015
6147_482,20150408,"2015, 04",2015
6147_483,20150408,"2015, 04",2015
6147_484,20150408,"2015, 04",2015
6147_485,20150408,"2015, 04",2015
6147_486,20150408,"2015, 04",2015
6147_487,20150408,"2015, 04",2015
6147_488,20150408,"2015, 04",2015
6147_489,20150408,"2015, 04",2015
6147_490,20150408,"2015, 04",2015
6147_491,20150408,"2015, 04",2015
6147_492,20150408,"2015, 04",2015
6147_493,20150408,"2015, 04",2015
6147_494,20150408,"2015, 04",2015
6147_495,20150408,"2015, 04",2015
6147_496,20150408,"2015, 04",2015
6147_497,20150408,"2015, 04",2015
6147_498,20150408,"2015, 04",2015
6147_499,20150408,"2015, 04",2015
6147_500,20150408,"2015, 04",2015
6147_501,20150408,"2015, 04",2015
6147_502,20150408,"2015, 04",2015
6147_503,20150408,"2015, 04",2015
6147_504,20150408,"2015, 04",2015
6147_505,20150408,"2015, 04",2015
6147_506,20150408,"2015, 04",2015
6147_507,20150408,"2015, 04",2015
6147_508,20150408,"2015, 04",2015
6147_509,20150408,"2015, 04",2015
6147_510,20150408,"2015, 04",2015
6147_511,20150408,"2015, 04",2015
6147_512,20150408,"2015, 04",2015
6147_513,20150408,"2015, 04",2015
6147_514,20150408,"2015, 04",2015
6147_515,20150408,"2015, 04",2015
6147_516,20150408,"2015, 04",2015
6147_517,20150408,"2015, 04",2015
6147_518,20150408,"2015, 04",2015
6147_519,20150408,"2015, 04",2015
6147_520,20150502,"2015, 05",2015
6147_521,20150502,"2015, 05",2015
6147_522,20150503,"2015, 05",2015
6147_523,20150503,"2015, 05",2015
6147_524,20150503,"2015, 05",2015
6147_525,20150503,"2015, 05",2015
6147_526,20150503,"2015, 05",2015
6147_527,20150503,"2015, 05",2015
6147_528,20150503,"2015, 05",2015
6147_529,20150503,"2015, 05",2015
6147_530,20150503,"2015, 05",2015
6147_531,20150503,"2015, 05",2015
6147_532,20150503,"2015, 05",2015
6147_533,20150503,"2015, 05",2015
6147_534,20150503,"2015, 05",2015
6147_535,20150421,"2015, 04",2015
6147_536,20150421,"2015, 04",2015
6147_537,20150421,"2015, 04",2015
6147_538,20150421,"2015, 04",2015
6147_539,20150421,"2015, 04",2015
6147_540,20150421,"2015, 04",2015
6147_541,20150421,"2015, 04",2015
6147_542,20150421,"2015, 04",2015
6147_543,20150421,"2015, 04",2015
6147_544,20150421,"2015, 04",2015
6147_545,20140325,"2014, 03",2014
6147_546,20140325,"2014, 03",2014
6147_547,20140325,"2014, 03",2014
6147_548,20140419,"2014, 04",2014
6147_549,20140419,"2014, 04",2014
6147_550,20140419,"2014, 04",2014
6147_551,20140419,"2014, 04",2014
6147_552,20140419,"2014, 04",2014
6147_553,20140419,"2014, 04",2014
6147_554,20140419,"2014, 04",2014
6147_555,20140419,"2014, 04",2014
6147_556,20140419,"2014, 04",2014
6147_557,20140419,"2014, 04",2014
6147_558,20140419,"2014, 04",2014
6147_559,20140420,"2014, 04",2014
6147_560,20140420,"2014, 04",2014
6147_561,20140420,"2014, 04",2014
6147_562,20140420,"2014, 04",2014
6147_563,20140420,"2014, 04",2014
6147_564,20140420,"2014, 04",2014
6147_565,20140420,"2014, 04",2014
6147_566,20140420,"2014, 04",2014
6147_567,20140411,"2014, 04",2014
6147_568,20140420,"2014, 04",2014
6147_569,20140420,"2014, 04",2014
6147_570,20140420,"2014, 04",2014
6147_571,20140420,"2014, 04",2014
6147_572,20140411,"2014, 04",2014
6147_573,20140420,"2014, 04",2014
6147_574,20140420,"2014, 04",2014
6147_575,20140420,"2014, 04",2014
6147_576,20140420,"2014, 04",2014
6147_577,20140420,"2014, 04",2014
6147_578,20140420,"2014, 04",2014
6147_579,20140420,"2014, 04",2014
6147_580,20140415,"2014, 04",2014
6147_581,20140415,"2014, 04",2014
6147_582,20140403,"2014, 04",2014
6147_583,20140403,"2014, 04",2014
6147_584,20140404,"2014, 04",2014
6147_585,20140404,"2014, 04",2014
6147_586,20140404,"2014, 04",2014
6147_587,20140404,"2014, 04",2014
6147_588,20140404,"2014, 04",2014
6147_589,20140415,"2014, 04",2014
6147_590,20140415,"2014, 04",2014
6147_591,20140415,"2014, 04",2014
6147_592,20140416,"2014, 04",2014
6147_593,20140409,"2014, 04",2014
6147_594,20140416,"2014, 04",2014
6147_595,20140416,"2014, 04",2014
6147_596,20140411,"2014, 04",2014
6147_597,20140411,"2014, 04",2014
6147_598,20140416,"2014, 04",2014
6147_599,20140416,"2014, 04",2014
6147_600,20140416,"2014, 04",2014
6147_601,20140416,"2014, 04",2014
6147_602,20140404,"2014, 04",2014
6147_603,20140425,"2014, 04",2014
6147_604,20140402,"2014, 04",2014
6147_605,20140402,"2014, 04",2014
6147_606,20140402,"2014, 04",2014
6147_637,20140326,"2014, 03",2014
6147_638,20140326,"2014, 03",2014
6147_639,20140329,"2014, 03",2014
6147_640,20140414,"2014, 04",2014
6147_641,20140414,"2014, 04",2014
6147_642,20140414,"2014, 04",2014
6147_643,20140414,"2014, 04",2014
6147_644,20140414,"2014, 04",2014
6147_645,20140414,"2014, 04",2014
6147_646,20140414,"2014, 04",2014
6147_647,20140414,"2014, 04",2014
6147_648,20140414,"2014, 04",2014
6147_649,20140414,"2014, 04",2014
6147_650,20140414,"2014, 04",2014
6147_651,20140414,"2014, 04",2014
6147_652,20140414,"2014, 04",2014
6147_653,20140414,"2014, 04",2014
6147_654,20140414,"2014, 04",2014
6147_655,20140414,"2014, 04",2014
6147_656,20140414,"2014, 04",2014
6147_657,20140414,"2014, 04",2014
6147_658,20140414,"2014, 04",2014
6147_659,20140414,"2014, 04",2014
6147_660,20140414,"2014, 04",2014
6147_661,20140414,"2014, 04",2014
6147_662,20140414,"2014, 04",2014
6147_663,20140414,"2014, 04",2014
6147_664,20140414,"2014, 04",2014
6147_665,20140414,"2014, 04",2014
6147_666,20140414,"2014, 04",2014
6147_667,20140414,"2014, 04",2014
6147_668,20140414,"2014, 04",2014
6147_669,20140414,"2014, 04",2014
6147_670,20140414,"2014, 04",2014
6147_671,20140414,"2014, 04",2014
6147_672,20140414,"2014, 04",2014
6147_673,20140414,"2014, 04",2014
6147_674,20140414,"2014, 04",2014
6147_675,20140414,"2014, 04",2014
6147_676,20140414,"2014, 04",2014
6147_677,20140414,"2014, 04",2014
6147_678,20140414,"2014, 04",2014
6147_679,20140414,"2014, 04",2014
6147_680,20140402,"2014, 04",2014
6147_681,20140402,"2014, 04",2014
6147_682,20140402,"2014, 04",2014
6147_683,20140402,"2014, 04",2014
6147_684,20140402,"2014, 04",2014
6147_685,20140402,"2014, 04",2014
6147_686,20140402,"2014, 04",2014
6147_687,20140402,"2014, 04",2014
6147_688,20140402,"2014, 04",2014
6147_689,20140402,"2014, 04",2014
6147_690,20140402,"2014, 04",2014
6147_691,20140402,"2014, 04",2014
6147_692,20140402,"2014, 04",2014
6147_693,20140402,"2014, 04",2014
6147_694,20140402,"2014, 04",2014
6147_695,20140402,"2014, 04",2014
6147_696,20140402,"2014, 04",2014
6147_697,20140402,"2014, 04",2014
6147_698,20140402,"2014, 04",2014
6147_699,20140402,"2014, 04",2014
6147_700,20140402,"2014, 04",2014
6147_701,20140402,"2014, 04",2014
6147_702,20140402,"2014, 04",2014
6147_703,20140402,"2014, 04",2014
6147_891,20141103,"2014, 11",2014
6147_892,20141103,"2014, 11",2014
6147_893,20141103,"2014, 11",2014
6148_452,NA,No date,NA
6148_453,NA,No date,NA
6148_454,20141004,"2014, 10",2014
6148_455,20141004,"2014, 10",2014
6148_456,20141004,"2014, 10",2014
6148_457,20141011,"2014, 10",2014
6148_458,20141011,"2014, 10",2014
6148_459,20141011,"2014, 10",2014
6148_460,20141011,"2014, 10",2014
6148_461,20141011,"2014, 10",2014
6148_462,20141011,"2014, 10",2014
6148_463,20141002,"2014, 10",2014
6148_464,20141002,"2014, 10",2014
6148_465,20141002,"2014, 10",2014
6148_466,20141002,"2014, 10",2014
6148_467,20141002,"2014, 10",2014
6148_468,20141002,"2014, 10",2014
6148_469,20141002,"2014, 10",2014
6148_470,20141002,"2014, 10",2014
6148_471,20141002,"2014, 10",2014
6148_472,20141002,"2014, 10",2014
6148_473,20141002,"2014, 10",2014
6148_474,20141002,"2014, 10",2014
6148_475,20141030,"2014, 10",2014
6148_476,20141030,"2014, 10",2014
6148_477,20141030,"2014, 10",2014
6148_478,20141030,"2014, 10",2014
6148_479,20141030,"2014, 10",2014
6148_480,20150408,"2015, 04",2015
6148_481,20150408,"2015, 04",2015
6148_482,20150408,"2015, 04",2015
6148_483,20150408,"2015, 04",2015
6148_484,20150408,"2015, 04",2015
6148_485,20150408,"2015, 04",2015
6148_486,20150408,"2015, 04",2015
6148_487,20150408,"2015, 04",2015
6148_488,20150408,"2015, 04",2015
6148_489,20150408,"2015, 04",2015
6148_490,20150408,"2015, 04",2015
6148_491,20150408,"2015, 04",2015
6148_492,20150408,"2015, 04",2015
6148_493,20150408,"2015, 04",2015
6148_494,20150408,"2015, 04",2015
